checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target_label
no checking,0.5888266372629798,critical/other existing credit,radio/tv,-0.18723754656804295,<100,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,-0.5757367631944207,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,existing paid,new car,1.4609241311375478,<100,1<=X<4,-1.7645135849361147,male single,none,1.0469866784197936,life insurance,0.6555975913307688,none,own,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,1
<0,3.2438149974736814,existing paid,business,1.4268975674687874,<100,>=7,0.9184771676276685,male single,co applicant,1.0469866784197936,no known property,0.03993041406817406,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-1.2364778603818776,delayed previously,new car,-0.7309536785251132,<100,unemployed,0.9184771676276685,male single,none,1.0469866784197936,life insurance,1.0074074069093943,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,0
0<=X<200,1.999289203624915,critical/other existing credit,radio/tv,0.5227125266457847,<100,<1,0.9184771676276685,male single,none,-0.7659772668958666,life insurance,-0.9275465787730462,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,0
<0,1.2525737273156552,critical/other existing credit,furniture/equipment,0.744239633864278,<100,1<=X<4,0.024146916773074168,male single,guarantor,-0.7659772668958666,life insurance,-0.6636892170890771,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
<0,0.008047933466888799,existing paid,radio/tv,0.030390683563404963,>=1000,<1,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,car,-0.5757367631944207,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,0.2569530922366421,existing paid,new car,-0.6699894186185837,no known savings,1<=X<4,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,life insurance,-0.048022039826482336,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,0.2569530922366421,existing paid,used car,2.937889660384687,<100,1<=X<4,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,car,-1.103451486562359,none,rent,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,nan,1,0
>=200,0.7547634097761486,critical/other existing credit,radio/tv,0.1363692516567322,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,1.1833123146987072,stores,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
<0,-0.738667542842371,critical/other existing credit,used car,-0.6600650042151952,<100,>=7,0.9184771676276685,male single,none,0.1405047057619635,real estate,1.6230745841719891,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,0.2569530922366421,critical/other existing credit,business,-0.1581731901009766,no known savings,4<=X<7,0.9184771676276685,male single,none,0.1405047057619635,no known property,-0.13597449372113873,none,own,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
<0,0.2569530922366421,existing paid,new car,0.5478780060258055,<100,4<=X<7,-0.8701833340815202,male single,co applicant,0.1405047057619635,life insurance,-0.3998318554051079,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
no checking,0.2569530922366421,existing paid,radio/tv,-0.012851407765644947,500<=X<1000,>=7,0.024146916773074168,male div/sep,none,-0.7659772668958666,car,-0.8395941248783899,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
<0,2.2481943623946683,existing paid,radio/tv,1.2358525902035586,<100,1<=X<4,0.024146916773074168,female div/dep/mar,none,-0.7659772668958666,car,-0.3998318554051079,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
no checking,-0.738667542842371,critical/other existing credit,new car,-0.7472580736163943,500<=X<1000,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,real estate,0.7435500452254252,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
>=200,-0.9046043153555399,existing paid,domestic appliance,-0.7252825845803197,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,car,0.12788286796283044,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,4.239435632552695,existing paid,radio/tv,0.8236349490913861,100<=X<500,1<=X<4,-0.8701833340815202,male mar/wid,none,-0.7659772668958666,car,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
<0,-0.738667542842371,existing paid,education,-0.9170364485886475,<100,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,car,0.3917402296467996,none,rent,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
no checking,-0.738667542842371,existing paid,education,-0.6657360981599887,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,1.0074074069093943,bank,own,2.7590838217047033,skilled,2.3348689263480744,1.0,1,1
<0,0.5888266372629798,existing paid,new car,0.2604244316990885,<100,1<=X<4,0.024146916773074168,male single,none,-0.7659772668958666,car,0.8315024991200816,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,0
no checking,0.2569530922366421,existing paid,radio/tv,-0.6586472307289969,<100,1<=X<4,0.9184771676276685,male mar/wid,none,-0.7659772668958666,life insurance,-0.6636892170890771,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,1.2525737273156552,existing paid,new car,3.2317232153992967,no known savings,1<=X<4,-1.7645135849361147,male single,none,1.0469866784197936,no known property,0.12788286796283044,none,for free,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
no checking,1.5014788860854085,existing paid,used car,1.8844839601393073,100<=X<500,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,0.8315024991200816,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,existing paid,radio/tv,-0.3435470734214119,<100,1<=X<4,0.9184771676276685,male div/sep,none,1.0469866784197936,car,-0.3998318554051079,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-0.738667542842371,existing paid,new car,-0.8025512395781302,>=1000,1<=X<4,0.9184771676276685,male mar/wid,none,-1.6724592395536968,real estate,-1.1914039404570154,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,-0.9875727016121243,existing paid,business,-0.6664449849030879,<100,1<=X<4,-0.8701833340815202,male mar/wid,none,-1.6724592395536968,real estate,-0.7516416709837335,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.738667542842371,critical/other existing credit,radio/tv,-0.7199659340070759,no known savings,>=7,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,real estate,0.21583532185748686,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,-1.1535094741252931,delayed previously,radio/tv,-0.859616622397614,no known savings,>=7,0.024146916773074168,male single,none,1.0469866784197936,no known property,0.03993041406817406,none,for free,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,1.003668568545902,critical/other existing credit,used car,1.4113020591206054,<100,4<=X<7,0.024146916773074168,male single,none,-0.7659772668958666,car,-0.048022039826482336,none,own,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
0<=X<200,-0.738667542842371,existing paid,furniture/equipment,-0.8224000683849072,100<=X<500,<1,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,car,-0.7516416709837335,bank,rent,4.491088731751598,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-0.2408572253028645,critical/other existing credit,business,0.1129759891344593,<100,unemployed,0.024146916773074168,male mar/wid,none,0.1405047057619635,car,0.3917402296467996,none,own,2.7590838217047033,unemp/unskilled non res,2.3348689263480744,1.0,1,1
no checking,-0.2408572253028645,existing paid,furniture/equipment,0.053429502714128274,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,1.0074074069093943,bank,own,2.7590838217047033,skilled,2.3348689263480744,1.0,1,1
no checking,1.2525737273156552,existing paid,radio/tv,-0.34461040353606065,500<=X<1000,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.3037877757521432,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
>=200,1.2525737273156552,existing paid,radio/tv,0.22746119814497667,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,real estate,-1.103451486562359,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,0.2569530922366421,critical/other existing credit,other,1.078479733235541,<100,unemployed,0.9184771676276685,male single,co applicant,-0.7659772668958666,no known property,-0.7516416709837335,bank,own,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
>=200,1.2525737273156552,existing paid,radio/tv,0.9133091220934322,<100,1<=X<4,0.9184771676276685,male single,none,-1.6724592395536968,car,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,-0.4897623840726178,critical/other existing credit,furniture/equipment,-0.6356084115782735,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.7435500452254252,none,own,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
0<=X<200,-0.2408572253028645,critical/other existing credit,radio/tv,-0.7181937171493279,<100,1<=X<4,0.9184771676276685,male mar/wid,none,-0.7659772668958666,car,-0.22392694761579512,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,1.2525737273156552,existing paid,new car,-0.06814457372738089,no known savings,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,real estate,0.03993041406817406,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,critical/other existing credit,business,0.444734984904875,<100,1<=X<4,0.024146916773074168,male single,none,-0.7659772668958666,real estate,3.382123662065117,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
no checking,-0.2408572253028645,critical/other existing credit,radio/tv,-0.5987463009371162,>=1000,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.919454953014738,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
0<=X<200,-1.2364778603818776,delayed previously,business,-0.6458872693532116,100<=X<500,>=7,-1.7645135849361147,male div/sep,none,-0.7659772668958666,car,-0.3998318554051079,bank,own,1.0270789116578085,skilled,2.3348689263480744,nan,1,1
no checking,0.2569530922366421,existing paid,new car,-0.6657360981599887,<100,1<=X<4,-0.8701833340815202,male single,guarantor,-0.7659772668958666,real estate,-0.3998318554051079,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.738667542842371,critical/other existing credit,new car,-0.831261152673647,<100,unemployed,-1.7645135849361147,female div/dep/mar,none,-0.7659772668958666,life insurance,0.21583532185748686,none,own,-0.7049259983890862,unemp/unskilled non res,-0.4282895663715403,nan,1,1
0<=X<200,-0.4897623840726178,existing paid,repairs,-0.22693520418159696,100<=X<500,1<=X<4,0.024146916773074168,female div/dep/mar,none,-0.7659772668958666,real estate,-0.9275465787730462,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-1.2364778603818776,critical/other existing credit,new car,-1.0708648718411693,>=1000,1<=X<4,-0.8701833340815202,female div/dep/mar,none,-0.7659772668958666,real estate,0.479692683541456,bank,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-1.2364778603818776,delayed previously,business,-0.5416809181176324,100<=X<500,1<=X<4,-1.7645135849361147,male single,none,-0.7659772668958666,real estate,-0.13597449372113873,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
0<=X<200,-0.9875727016121243,critical/other existing credit,education,-0.7568280446482332,>=1000,>=7,0.9184771676276685,male single,none,0.1405047057619635,no known property,-0.3118794015104515,none,for free,1.0270789116578085,skilled,2.3348689263480744,nan,1,0
no checking,-0.2408572253028645,existing paid,new car,-0.514388778508314,<100,1<=X<4,-0.8701833340815202,male mar/wid,none,-0.7659772668958666,life insurance,-0.4877843092997643,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,existing paid,used car,0.7874817251933279,<100,>=7,-0.8701833340815202,male single,none,1.0469866784197936,no known property,0.5676451374361124,none,for free,-0.7049259983890862,skilled,2.3348689263480744,nan,1,1
0<=X<200,-0.738667542842371,critical/other existing credit,domestic appliance,-0.6547483536419514,<100,4<=X<7,0.9184771676276685,male single,none,0.1405047057619635,life insurance,-0.8395941248783899,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
>=200,-0.4897623840726178,existing paid,radio/tv,-0.33468598913267217,<100,<1,-0.8701833340815202,female div/dep/mar,none,0.1405047057619635,real estate,-0.9275465787730462,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,0
<0,0.2569530922366421,existing paid,furniture/equipment,-0.540263144631434,<100,<1,0.9184771676276685,male single,co applicant,-1.6724592395536968,life insurance,-1.0154990326677027,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,0,1
<0,-0.2408572253028645,existing paid,radio/tv,-0.49241328947223945,<100,1<=X<4,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,car,-0.9275465787730462,bank,rent,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
no checking,-1.2364778603818776,existing paid,domestic appliance,-0.6852304835952161,500<=X<1000,1<=X<4,-1.7645135849361147,male div/sep,none,1.0469866784197936,real estate,2.3266942153292405,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,-0.9875727016121243,existing paid,furniture/equipment,-0.4576778390603797,<100,<1,-0.8701833340815202,female div/dep/mar,co applicant,-0.7659772668958666,car,-1.4552613021409846,none,rent,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
no checking,1.2525737273156552,existing paid,education,2.0500090146529657,no known savings,1<=X<4,-0.8701833340815202,male single,none,1.0469866784197936,no known property,-0.048022039826482336,none,for free,-0.7049259983890862,unskilled resident,2.3348689263480744,1.0,1,1
0<=X<200,0.2569530922366421,critical/other existing credit,other,3.071869254830432,<100,1<=X<4,-0.8701833340815202,male single,co applicant,0.1405047057619635,car,0.3037877757521432,none,own,1.0270789116578085,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,0
0<=X<200,-0.9875727016121243,all paid,used car,0.6584643379492774,<100,>=7,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,no known property,3.382123662065117,bank,for free,-0.7049259983890862,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,0
no checking,0.7547634097761486,existing paid,radio/tv,-0.49772994004548327,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,1.9748843997506147,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.738667542842371,critical/other existing credit,new car,-0.9177453353317467,100<=X<500,4<=X<7,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,car,1.35921722248802,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,0.5058582510063954,existing paid,business,-0.26344287145120465,<100,<1,0.9184771676276685,female div/dep/mar,none,-1.6724592395536968,life insurance,-0.3118794015104515,none,own,-0.7049259983890862,skilled,2.3348689263480744,1.0,1,1
<0,-0.2408572253028645,existing paid,radio/tv,0.08426607603894255,<100,4<=X<7,0.9184771676276685,female div/dep/mar,guarantor,-1.6724592395536968,real estate,-0.9275465787730462,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,0.2569530922366421,existing paid,radio/tv,-0.45519673545953254,<100,1<=X<4,-0.8701833340815202,male single,none,1.0469866784197936,real estate,-1.279356394351672,none,rent,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
no checking,-1.4024146328950464,critical/other existing credit,radio/tv,-0.6267473272895339,<100,4<=X<7,-0.8701833340815202,male single,none,-1.6724592395536968,real estate,0.5676451374361124,none,own,1.0270789116578085,unskilled resident,2.3348689263480744,nan,1,1
no checking,-1.1535094741252931,critical/other existing credit,radio/tv,-0.9007320534973665,no known savings,>=7,0.9184771676276685,male single,none,-0.7659772668958666,life insurance,0.919454953014738,none,rent,1.0270789116578085,unskilled resident,-0.4282895663715403,1.0,1,1
<0,-0.9875727016121243,existing paid,new car,-0.9276697497351353,<100,1<=X<4,0.9184771676276685,male single,none,0.1405047057619635,car,-0.6636892170890771,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,0
no checking,0.2569530922366421,critical/other existing credit,used car,0.8977136137452503,>=1000,1<=X<4,0.9184771676276685,male single,none,-0.7659772668958666,real estate,-0.7516416709837335,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,-0.8216359290989554,critical/other existing credit,new car,-0.6657360981599887,<100,<1,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,car,-0.048022039826482336,none,own,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,nan,1,1
no checking,-0.738667542842371,critical/other existing credit,radio/tv,-0.8135389840961674,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,-0.048022039826482336,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
0<=X<200,-0.9875727016121243,existing paid,new car,-1.06164934418088,<100,1<=X<4,0.9184771676276685,male mar/wid,none,1.0469866784197936,real estate,-1.1914039404570154,none,rent,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-0.9875727016121243,existing paid,new car,-0.27088618225374606,500<=X<1000,>=7,-0.8701833340815202,male single,none,1.0469866784197936,no known property,1.35921722248802,none,for free,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
0<=X<200,-0.9875727016121243,existing paid,radio/tv,-0.8794654512043911,500<=X<1000,1<=X<4,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,real estate,2.678504030907866,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
>=200,-0.4897623840726178,existing paid,education,-1.0205339130811277,<100,<1,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,life insurance,-1.103451486562359,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-1.2364778603818776,existing paid,radio/tv,-0.6823949366228194,100<=X<500,>=7,-0.8701833340815202,male single,none,1.0469866784197936,no known property,0.5676451374361124,bank,for free,-0.7049259983890862,skilled,2.3348689263480744,1.0,1,1
<0,-0.738667542842371,existing paid,radio/tv,-0.7671069024231713,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,real estate,-1.3673088482463283,none,rent,-0.7049259983890862,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,1
<0,1.7503840448551617,critical/other existing credit,repairs,0.04350508831073977,<100,unemployed,0.9184771676276685,male single,co applicant,1.0469866784197936,car,2.5905515770132093,none,own,1.0270789116578085,unemp/unskilled non res,-0.4282895663715403,nan,1,1
0<=X<200,2.2481943623946683,existing paid,business,4.395360804196598,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,car,-1.103451486562359,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
0<=X<200,-0.2408572253028645,critical/other existing credit,furniture/equipment,1.0951385716983717,<100,>=7,-0.8701833340815202,male single,none,-1.6724592395536968,no known property,0.479692683541456,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-1.2364778603818776,no credits/all paid,new car,-0.732725895382861,100<=X<500,1<=X<4,0.9184771676276685,male single,none,-1.6724592395536968,no known property,-0.048022039826482336,bank,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,0,1
<0,0.2569530922366421,existing paid,radio/tv,-0.4725644606654624,<100,<1,0.9184771676276685,male div/sep,none,0.1405047057619635,life insurance,-0.3118794015104515,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,3.2438149974736814,all paid,other,4.0799062035174645,100<=X<500,>=7,0.024146916773074168,female div/dep/mar,none,1.0469866784197936,no known property,2.1507893075399274,bank,for free,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,0
no checking,0.2569530922366421,critical/other existing credit,radio/tv,-0.1415143516381459,100<=X<500,>=7,0.024146916773074168,male single,none,1.0469866784197936,real estate,0.03993041406817406,none,own,-0.7049259983890862,skilled,2.3348689263480744,1.0,1,1
0<=X<200,2.2481943623946683,existing paid,new car,1.16567280263674,100<=X<500,4<=X<7,0.024146916773074168,male single,none,-0.7659772668958666,life insurance,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
<0,2.2481943623946683,existing paid,domestic appliance,-0.0780689881307694,<100,1<=X<4,0.024146916773074168,male single,none,1.0469866784197936,car,1.6230745841719891,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,-0.9875727016121243,critical/other existing credit,radio/tv,-0.06991679058512884,no known savings,1<=X<4,-1.7645135849361147,male single,none,-0.7659772668958666,real estate,-0.22392694761579512,none,own,1.0270789116578085,skilled,2.3348689263480744,nan,1,1
no checking,0.2569530922366421,existing paid,new car,-0.6387984019222199,100<=X<500,>=7,0.9184771676276685,male mar/wid,none,1.0469866784197936,real estate,0.479692683541456,none,rent,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,2.2481943623946683,critical/other existing credit,used car,1.9801836704576965,no known savings,4<=X<7,-0.8701833340815202,male single,none,-1.6724592395536968,no known property,-0.048022039826482336,none,for free,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,existing paid,new car,2.1265687829076767,<100,4<=X<7,-0.8701833340815202,male single,none,-1.6724592395536968,car,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
>=200,-0.9046043153555399,existing paid,new car,-0.7199659340070759,100<=X<500,>=7,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,no known property,1.0953598608040507,none,for free,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
<0,-0.9046043153555399,critical/other existing credit,new car,-0.3651681190859368,<100,<1,-1.7645135849361147,male single,none,0.1405047057619635,real estate,1.0953598608040507,none,rent,1.0270789116578085,unskilled resident,2.3348689263480744,nan,0,1
0<=X<200,-0.07492045278969563,delayed previously,other,-0.22764409092469615,<100,1<=X<4,-0.8701833340815202,male single,none,0.1405047057619635,car,-0.5757367631944207,bank,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,0.2569530922366421,existing paid,retraining,-0.8273622755866015,<100,<1,0.9184771676276685,male mar/wid,none,0.1405047057619635,car,-0.7516416709837335,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,critical/other existing credit,new car,-0.28648169060192796,100<=X<500,4<=X<7,0.9184771676276685,male mar/wid,none,0.1405047057619635,life insurance,-0.7516416709837335,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
<0,1.003668568545902,critical/other existing credit,furniture/equipment,0.3578963588752256,500<=X<1000,1<=X<4,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,car,-1.103451486562359,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
<0,0.2569530922366421,existing paid,used car,-0.16278095393112127,no known savings,>=7,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,real estate,-0.8395941248783899,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,1.5014788860854085,existing paid,used car,-0.2489106932176715,500<=X<1000,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,car,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,delayed previously,new car,-0.9053398173275111,no known savings,>=7,0.9184771676276685,male mar/wid,none,1.0469866784197936,car,1.6230745841719891,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,0.7547634097761486,delayed previously,business,-0.2723039557399444,100<=X<500,>=7,0.9184771676276685,male single,none,-0.7659772668958666,life insurance,0.479692683541456,stores,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,3.2438149974736814,existing paid,radio/tv,2.4359978462704683,100<=X<500,4<=X<7,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,real estate,-1.279356394351672,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,0.7547634097761486,no credits/all paid,business,0.33662975658225025,<100,1<=X<4,-0.8701833340815202,female div/dep/mar,none,-1.6724592395536968,car,-0.6636892170890771,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,-0.738667542842371,existing paid,new car,0.09064605672683516,no known savings,<1,-0.8701833340815202,male single,none,0.1405047057619635,life insurance,0.8315024991200816,none,own,-0.7049259983890862,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,1
<0,-0.2408572253028645,existing paid,furniture/equipment,-0.28683613397347757,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,car,-1.1914039404570154,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
>=200,-0.4897623840726178,critical/other existing credit,radio/tv,-0.7089781894890386,no known savings,1<=X<4,0.024146916773074168,male single,none,1.0469866784197936,no known property,0.3037877757521432,none,for free,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,0
0<=X<200,1.7503840448551617,critical/other existing credit,business,0.9508801194776887,<100,4<=X<7,-0.8701833340815202,female div/dep/mar,none,-1.6724592395536968,real estate,0.479692683541456,bank,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
<0,1.2525737273156552,delayed previously,business,-0.39919468275469744,<100,4<=X<7,-0.8701833340815202,male single,none,-1.6724592395536968,car,-1.0154990326677027,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,0
<0,0.2569530922366421,existing paid,furniture/equipment,-0.09756337356599681,no known savings,1<=X<4,-0.8701833340815202,male mar/wid,none,1.0469866784197936,car,-1.3673088482463283,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,-0.738667542842371,existing paid,radio/tv,-0.6302917610050297,<100,<1,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,car,-0.13597449372113873,none,own,-0.7049259983890862,skilled,2.3348689263480744,nan,1,1
>=200,-0.4897623840726178,existing paid,education,-0.4842610919265989,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.3917402296467996,none,rent,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
no checking,-0.4897623840726178,critical/other existing credit,radio/tv,-0.6380895151791207,<100,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,no known property,-0.048022039826482336,none,for free,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,-0.738667542842371,no credits/all paid,furniture/equipment,-0.10713334459783573,<100,<1,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,life insurance,-0.9275465787730462,none,rent,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
>=200,0.7547634097761486,critical/other existing credit,radio/tv,-0.09012006276345544,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,1.0074074069093943,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,-1.0705410878687087,critical/other existing credit,new car,0.04492286179693813,<100,4<=X<7,-1.7645135849361147,male single,none,1.0469866784197936,real estate,0.3037877757521432,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,0,1
<0,1.2525737273156552,all paid,furniture/equipment,-0.1861742164533942,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,-0.3998318554051079,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
